Movies,Ratings,Actor 1,Actor 2,Actor 3,Genres,Synopsis 
Invasion of the Animal People,3.9,Barbara Wilson,Sten Gester,Robert Burton,"Horror, Sci-Fi",»
Caged,5.9,Sophie Barker,Andrew Bryan,William Joseph Firth,"Horror, Mystery","Eight young adults are sent to do community service at Grizzly Park. There, they are hunted by an escaped serial killer along with the animals of the forest."
Cthulhu,4.7,Jason Cottle,Casey Curran,Ethan Atkinson,"Drama, Horror, Thriller",A schoolteacher teams up with with a priest to stop a town being overrun by vampires.
Fascination,6.1,Franca Maï,Brigitte Lahaie,Jean-Marie Lemaire,Horror,Aliens release a furry critter in the wilds of Lapland where it takes a woman captive and threatens a group of scientists.
The Night of the Hunted,5.8,Brigitte Lahaie,Vincent Gardère,Dominique Journet,"Drama, Horror, Mystery",When her new found friend goes missing - a vicious young female killer unearths a ring of sinister internet snuff films being made in the middle of the Spanish desert.
Castle of Blood,7.0,Antonio Margheriti,Barbara Steele,Georges Rivière,Horror,"A Seattle history professor, drawn back to his estranged family on the Oregon coast to execute his late mother's estate, is reaquainted with his best friend from childhood, with whom he has..."
Return of the Scarecrow,2.8,Jason Brenner,Mariea Luisa Macavei,Jason Roth,Horror,»
Hyenas,3.7,Maria Bertrand,Meshach Taylor,DaJuan Johnson,Horror,"A runaway criminal breaks into an eerie chateau, taking it's two frightened chambermaids hostage. As night falls, a group of mysterious aristocratic women arrive, and he begins to realize the girls are hiding a sinister secret."
Hangar 10,5.2,Robert Curtis,Abbie Salt,Danny Shayler,"Horror, Sci-Fi, Thriller",A woman is taken to a mysterious clinic whose patients have a mental disorder in which their memories and identities are disintegrating as a result of a strange environmental accident.
Alientampon,3.4,Ramona Beckmann,Bejo Dohmen,Gerhard Fehn,"Short, Action, Comedy","A journalist takes a bet that he can spend the night in a haunted castle on All Hallow's Eve. During his stay, he bears witness to the castle's gruesome past coming to life before him, and falls in with a beautiful female ghost."
The Howling,2.4,Elizabeth Saint,Jon-Paul Gates,Tony Fadil,Horror,
Camel Spiders,4.7,Brian Krause,C. Thomas Howell,Melissa Brasselle,"Horror, Sci-Fi",
The Ferryman,4.2,John Rhys-Davies,Kerry Fox,Tamer Hassan,"Fantasy, Horror, Thriller",Roving clans of shape-shifting human/hyena creatures prowl and hunt for human prey. They are hunted by one man seeking revenge for the death of his loved ones.
Silent Retreat,5.4,Chelsea Jenish,Sofia Banzhaf,Robert Nolan,"Horror, Mystery, Thriller","33 years after the infamous Rendlesham Forest UFO incident, three metal detector enthusiasts hunting for Saxon gold in the same region, capture incredible footage of UFO's whilst filming ..."
The Demoniacs,3.1,Joëlle Coeur,John Rico,Willy Braque,Horror,»
The Bare Wench Project,2.6,Nikki Fritz,Julie K. Smith,Lorissa McComas,"Comedy, Horror","When an unsuspecting student inserts a blood soaked alientampon and mutates into a murdering monster, a group of students unite their forces in order to confront her with weapons and courage."
Leeches!,8.2,Matthew Twining,Josh Henderson,Stacey Nelson,"Horror, Sci-Fi, Thriller",A local myth will be discovered to be true by a group of teenagers on a night out on remote farmland. Is there a bloodthirsty creature that has been wandering the land?
The Bloodhound,5.6,Liam Aiken,McNally Sagal,Joe Adler,"Horror, Mystery","Dozen of large, man-eating camel spiders first attack soldiers in thr desert of Iraq, then invades the southwestern areas of the United States."
Rellik,3.6,Brian Jagger,Craig DeLuz,Jason F. Knittle II,"Crime, Drama, Horror","The story of a group of twenty-somethings who charter a boat to Fiji for the trip of a lifetime, before stumbling upon an evil that demands vengeance at any cost."
The Uncanny,2.7,Peter Cushing,Ray Milland,Joan Greenwood,Horror,"Janey is sent to a silent meditation retreat, in the woods, for rehabilitation, only to realize that the men who run it are brainwashing women, and if she breaks the rules, she'll discover what lurks beyond the trees."
The Bell Witch Haunting,3.3,Marissa Lynne Johnson,Laura Alexandra Ramos,Cat Alter,"Biography, Horror","A gang of pirates rape the two sole survivors of a ship wreck. The violated girls are rescued by the strange inhabitants of a supposedly haunted island, where they are granted supernatural powers to strike revenge against the pirates."
The Amityville Haunting,3.7,Luke Barnett,Casey Campbell,Devin Clark,Horror,Four sorority girls with large breasts hike into the wood with their guide Lunk to find out the true story behind the Bare Wench. Then they show off their chests following a mangled version...
Gingerclown,6.2,Ashley Lloyd,Erin Hayes,Tim Curry,"Comedy, Horror",»
Ghost Storm,5.8,Carlos Bernard,Crystal Allen,Cindy Busby,"Action, Horror, Sci-Fi","Common-type aquatic leeches grow to large size after feeding on steroid-laced blood of a number of college endurance swimmers, and then the nasty creatures lay siege to the entire campus for more."
Evilenko,2.1,Malcolm McDowell,Marton Csokas,Ronald Pickup,"Crime, Drama, Horror",A desperate filmmaker's attempts to win financing from a wealthy and reclusive childhood friend soon land him in a world of fear and despair.
Albert Fish: In Sin He Found Salvation,5.6,Oto Brezina,Joe Coleman,Bob Dunsworth,"Documentary, Biography, Crime",
The Terminators,4.9,Jeremy London,A Martinez,Paul Logan,"Action, Horror, Sci-Fi",
Saint,3.1,Egbert Jan Weeber,Bert Luppes,Caro Lenssen,Horror,"Wilbur Gray, a horror writer, has stumbled upon a terrible secret, that cats are supernatural creatures who really call the shots. In a desperate attempt to get others to believe him, Wilbur spews three tales of feline horror."
Impulse,9.0,Angus Macfadyen,Willa Ford,Robert Moloney,"Horror, Mystery, Thriller",Found-footage horror. The Robertson County Sheriff's Department has released videos found on the bodies of the Sawyer family's cell phones and video cameras. What was first thought to be a ...
Bloodmonkey,2.7,F. Murray Abraham,Matt Ryan,Amy Manson,"Action, Adventure, Horror",»
The Vampire Diaries Series,3.2,Stephen Tsimpides,Shaggy 2 Dope,Scott Levy,"Fantasy, Horror",This movie is a 'found-footage' film about the Benson family who move in to the infamous house where the DeFeo family were murdered in the 1970s over 30 years earlier. Things start ...
Death Racers,4.8,Violent J,Joli Julianna,Matt Fraley,"Action, Comedy, Horror",»
Knock Knock,3.8,Nicole Abisinio,Alex Reid,Chris Larkin,Horror,"To impress the girl of his dreams, Sam enters an old amusement park, where torturous monsters roam the grounds."
The Facility,6.3,Aneurin Barnard,Keith Allen,Craig Conway,Horror,An action packed chase led by Hal and Ashley to save the people on this small island from a strange electrical storm which is led by angry souls from a mass suicide looking for revenge.
Bloodshot,3.7,Danny Dyer,Nuria González,Adrià Collado,"Horror, Mystery, Romance","In 1984, in Kiev, the communist teacher Andrej Romanovic Evilenko is dismissed from his position after a pedophilic act against a student. On 15 May 1984, the pedophile Evilenko begins to ..."
To Let,6.4,Macarena Gómez,Maxi Iglesias,Luis Fernández,"Horror, Thriller",»
Paranormal Xperience 3D,6.0,Amaia Salamanca,Michael Gough,Dean Edwards,"Horror, Thriller","Albert Fish, the horrific true story of elderly cannibal, sadomasochist, and serial killer, who lured children to their deaths in Depression-era New York City. Distorting biblical tales, ..."
Thriller Night,4.5,Gary Trousdale,Blake Berris,RJ Mitte,"Animation, Short, Comedy",»
House of Last Things,4.2,Lindsey Haun,Melanie Zanetti,Matt Doran,"Fantasy, Horror, Thriller",A small band of resistance fighters battle the cyborgs that have taken control of the planet.
Battle of the Damned,8.0,Dolph Lundgren,Kaidan Tremain,Jennifer Bacon,"Action, Adventure, Horror",A horror film that depicts St. Nicholas as a murderous bishop who kidnaps and murders children when there is a full moon on December 5.
Daylight,5.6,Joel Townsend,Brent Bailey,Kendra Murray,"Horror, Mystery, Thriller","Acting on impulse, CLAIRE DENNISON, enjoys a brief fling with a sexy stranger (a dead ringer for her husband), only to realize that the object of her desire is a crazed, manipulative, and tenacious psychopath."
Supernatural GenderSWAP,4.7,Amanda J. Gilbertson,Josh Linsley,Josh Brown,"Comedy, Drama, Horror",A renowned but mad professor leads a small group of American students into the jungles of Africa to investigate a remote tribe of killer chimpanzees rumored to be the missing link.
Shudder,6.3,Gunnar Hansen,Tricia Cast,Edwin Neal,Horror,Explosive multiple orgasms
Pulse 2: Afterlife,3.6,Todd Giebenhain,Diane Ayala Goldner,Rachel Robinson,"Drama, Horror, Sci-Fi","After ghosts invade the human world through the Internet, a father must protect his daughter from the psychotic spirit of his ex-wife."
The Galaxy Invader,3.1,Richard Ruxton,Faye Tilles,George Stover,"Horror, Sci-Fi",An alien is hunted by a gang of drunken hillbillies who saw him crash-land his spaceship.
Bag Boy Lover Boy,5.4,Theodore Bouloukos,Jon Wachter,Kathy Biehl,"Comedy, Horror","""Bag Boy Lover Boy"" follows the lowly life of Albert, an oddball hotdog vendor who is shocked to find himself suddenly becoming the bizarre muse of enigmatic NYC photographer Ivan. But ..."
1920,6.4,Rajniesh Duggall,Adah Sharma,Anjori Alagh,"Horror, Mystery, Romance",»
The Curse of King Tut's Tomb,4.4,Casper Van Dien,Jonathan Hyde,Leonor Varela,"Adventure, Fantasy, Horror","After forsaking his family and religion, a husband finds his wife is demoniacally possessed."
The Birch,7.1,Anthony Melton,Aaron Thomas Ward,Corinna Marlowe,"Short, Horror","Thousands of years ago, the great Child King Tutankhamen ruled. Few know the details of his life no one knows the secrets of his death. But all is about to change. In 1922 Cairo, ..."
Eat,4.9,Meggie Maddock,Ali Francis,Jeremy Make,"Drama, Horror, Thriller",»
Stash,3.1,Karen Boles,Nathan Day,Stacey T. Gillespie,Horror,"A bullied schoolboy takes drastic measures against his tormenter, summoning an ancient being in the woods using a spellbound book passed down through the generations of his family."
The 4th Floor,5.7,Juliette Lewis,William Hurt,Shelley Duvall,"Horror, Mystery, Thriller","Novella McClure is like most struggling actresses in Los Angeles: she's in her early 30s, her fake name sounded cooler ten years ago, and she hasn't landed a role in three years. To top it ..."
Fire City: End of Days,5.0,Tobias Jelinek,Danielle C. Ryan,Keely Aloña,"Fantasy, Horror, Thriller",»
Alan Wake,8.6,Matthew Porretta,Lloyd Floyd,Geoffrey Cantor,"Action, Drama, Horror","Bud's a good ole' boy brought up on Bluegrass and Moonshine. While supplying the surrounding counties with its Marijuana supply, Bud has a hefty growing operation. However, this is not ..."
Demons of the Mind,5.6,Robert Hardy,Shane Briant,Gillian Hills,"Horror, Thriller",»
Blood Shot,3.4,Brennan Elliott,Michael Bailey Smith,Brad Dourif,"Action, Comedy, Horror",A woman inherits a rent-controlled apartment and is terrorized by a neighbor.
Killer Rack,6.7,Jessica Zwolak,Debbie Rochon,Paul McGinnis,"Comedy, Horror, Musical","Vine, a disillusioned demon, secretly lives with others of his kind in the world of humans sustained by their misery. Forced into a choice to save his brethren or an innocent human girl, ..."
The Aztec Mummy Against the Humanoid Robot,2.3,Ramón Gay,Rosita Arenas,Crox Alvarado,"Adventure, Horror, Sci-Fi",»
Zombie Massacre 2: Reich of the Dead,2.6,Marco Ristori,Andrew Harwood Mills,Dan van Husen,"Horror, War","While on vacation in the small town of Bright Falls, a struggling writer must investigate the mysterious disappearance of his wife while events from his latest manuscript, which he can't remember writing, begin to come true."
The Doctor and the Devils,6.2,Timothy Dalton,Jonathan Pryce,Twiggy,"Horror, Drama","A physician discovers that two children are being kept virtually imprisoned in their house by their father. He investigates, and discovers a web of sex, incest and satanic possession."
Voices from Beyond,5.2,Duilio Del Prete,Karina Huff,Pascal Persiano,"Horror, Mystery",A notorious Middle Eastern terrorist (Dourif) is plotting a major attack on the U.S. that includes detonating a powerful nuke in the heart of Los Angeles; the only thing standing in his way...
Tattoo,6.4,August Diehl,Christian Redl,Nadeshda Brennicke,"Crime, Drama, Horror",»
Sugar Hill,5.7,Marki Bey,Robert Quarry,Don Pedro Colley,"Action, Crime, Horror","Comedy about a woman suffering from low self esteem who gets breast enhancement surgery, unaware that her surgeon worships H.P. Lovecraft's elder gods, and the surgery is part of a diabolical plot to rule the world."
Lego Scooby-Doo! Blowout Beach Bash,5.6,Jeff Bennett,Grey Griffin,Kate Higgins,"Animation, Comedy, Family",A mad doctor builds a robot in order to steal a valuable Aztec treasure from a tomb guarded by a centuries-old living mummy.
Bajo la Rosa,6.3,Ramiro Blas,Pedro Casablanc,Ignacio Fernández,"Crime, Drama, Horror",Set in the WWII it tells the story of a bunch of american soldiers fighting against a horde of zombies created by the Nazis using the prisoners of the camps... They have only one night to ...
